Region,Date,Cases,Suspicious,Negative,Deaths,RetailRecreation,GroceryPharmacy,Parks,TransitStations,Workplaces,Residential
GUANAJUATO,2020-04-15,13,1,116,1,-48,-7,-40,-46,-46,20
GUANAJUATO,2020-04-16,12,3,100,0,-47,-11,-42,-47,-47,20
GUANAJUATO,2020-04-17,28,1,156,3,-50,-11,-45,-47,-44,22
GUERRERO,2020-02-15,0,0,0,0,4,2,3,-3,3,0
GUERRERO,2020-02-16,0,0,0,0,4,3,0,2,1,1
GUERRERO,2020-02-17,0,0,0,0,-2,-2,-6,-3,11,-2
GUERRERO,2020-02-18,0,0,0,0,-1,-3,-4,-8,10,-2
GUERRERO,2020-02-19,0,0,0,0,-1,0,-1,-3,11,-1
GUERRERO,2020-02-20,0,0,0,0,-3,-4,-4,-4,10,-1
GUERRERO,2020-02-21,0,0,1,0,-5,-5,-2,0,9,-1
GUERRERO,2020-02-22,0,0,1,0,-3,-4,-3,-1,1,1
GUERRERO,2020-02-23,0,0,0,0,-3,-5,-7,1,-1,1
GUERRERO,2020-02-24,0,0,0,0,-3,-6,1,-2,1,0
GUERRERO,2020-02-25,0,0,0,0,-4,-5,-3,-6,11,-2
GUERRERO,2020-02-26,0,0,0,0,-1,-1,5,-2,12,-2
GUERRERO,2020-02-27,0,0,0,0,0,-2,-6,0,12,-1
GUERRERO,2020-02-28,0,0,0,0,2,3,-1,0,12,-2
GUERRERO,2020-02-29,0,0,0,0,5,4,0,1,5,0
GUERRERO,2020-03-01,0,0,0,0,6,4,-3,0,3,0
GUERRERO,2020-03-02,0,0,0,0,-3,-1,-6,-4,14,-2
GUERRERO,2020-03-03,0,0,1,0,-3,-1,-8,-6,12,-2
GUERRERO,2020-03-04,0,0,0,0,-3,2,-5,-4,13,-2
GUERRERO,2020-03-05,0,0,0,0,-4,-3,-11,-7,12,-1
GUERRERO,2020-03-06,0,0,0,0,-6,-4,-5,-4,13,-1
GUERRERO,2020-03-07,0,0,0,0,-3,-2,-1,-2,4,1
GUERRERO,2020-03-08,0,0,1,0,0,-2,0,-8,2,1
GUERRERO,2020-03-09,0,0,3,0,-9,-7,-8,-4,-13,4
GUERRERO,2020-03-10,0,0,0,0,-6,-3,-8,-6,12,-2
GUERRERO,2020-03-11,0,0,0,0,-5,-1,-5,-4,12,-1
GUERRERO,2020-03-12,0,0,0,0,-4,-2,-5,-1,11,-2
GUERRERO,2020-03-13,2,0,5,0,1,3,-1,7,5,-1
GUERRERO,2020-03-14,0,0,0,0,9,14,24,26,4,-1
GUERRERO,2020-03-15,0,0,1,0,16,13,34,-10,3,0
GUERRERO,2020-03-16,1,0,3,0,1,9,22,30,-38,6
GUERRERO,2020-03-17,3,0,5,0,-7,3,-7,5,4,-1
GUERRERO,2020-03-18,1,0,2,0,-10,3,-7,-4,-2,1
GUERRERO,2020-03-19,0,0,2,0,-16,0,-15,-15,-8,3
GUERRERO,2020-03-20,0,0,2,0,-25,-7,-22,-25,-12,6
GUERRERO,2020-03-21,1,0,0,0,-30,-10,-29,-23,-4,5
GUERRERO,2020-03-22,0,0,1,0,-34,-16,-32,-35,-7,6
GUERRERO,2020-03-23,1,0,12,0,-28,-15,-22,-31,-28,8
GUERRERO,2020-03-24,0,0,6,0,-30,-15,-24,-31,-32,9
GUERRERO,2020-03-25,3,0,12,0,-31,-14,-24,-31,-34,10
GUERRERO,2020-03-26,4,0,13,0,-33,-16,-27,-39,-35,12
GUERRERO,2020-03-27,3,0,16,0,-36,-18,-33,-45,-32,12
GUERRERO,2020-03-28,3,0,10,1,-38,-16,-38,-40,-12,9
GUERRERO,2020-03-29,1,0,11,0,-42,-19,-41,-49,-15,9
GUERRERO,2020-03-30,2,0,28,0,-32,-16,-29,-41,-36,11
GUERRERO,2020-03-31,5,0,19,0,-32,-15,-28,-40,-39,11
GUERRERO,2020-04-01,3,0,18,0,-35,-13,-29,-38,-41,12
GUERRERO,2020-04-02,1,0,19,0,-43,-14,-35,-45,-42,14
GUERRERO,2020-04-03,1,0,10,0,-53,-18,-43,-54,-40,16
GUERRERO,2020-04-04,3,0,7,2,-56,-18,-51,-49,-22,12
GUERRERO,2020-04-05,3,0,4,0,-61,-24,-53,-58,-24,12
GUERRERO,2020-04-06,8,0,12,2,-51,-19,-37,-50,-45,14
GUERRERO,2020-04-07,11,0,14,0,-51,-18,-37,-47,-47,14
GUERRERO,2020-04-08,6,0,14,0,-51,-15,-36,-44,-48,14
GUERRERO,2020-04-09,7,0,12,1,-58,-22,-45,-53,-55,18
GUERRERO,2020-04-10,5,0,14,0,-70,-35,-59,-71,-62,23
GUERRERO,2020-04-11,5,1,7,0,-66,-30,-59,-62,-38,16
GUERRERO,2020-04-12,11,0,10,1,-66,-32,-62,-62,-28,13
GUERRERO,2020-04-13,15,2,22,1,-54,-25,-44,-53,-46,15
GUERRERO,2020-04-14,6,0,14,1,-54,-22,-43,-53,-48,16
GUERRERO,2020-04-15,6,0,23,3,-51,-15,-41,-51,-47,16
GUERRERO,2020-04-16,10,0,21,0,-54,-20,-45,-55,-48,17
GUERRERO,2020-04-17,8,3,20,1,-59,-27,-52,-63,-45,20
HIDALGO,2020-02-15,0,0,0,0,5,4,12,-8,5,-1
HIDALGO,2020-02-16,0,0,0,0,8,5,10,-2,3,-1
HIDALGO,2020-02-17,0,0,0,0,1,1,3,-5,17,-3
HIDALGO,2020-02-18,0,0,0,0,0,-2,2,-8,8,-2
HIDALGO,2020-02-19,0,0,0,0,-1,-2,1,-11,6,-1
HIDALGO,2020-02-20,0,0,0,0,0,-2,-3,-9,6,-2
HIDALGO,2020-02-21,0,0,0,0,-3,-4,-2,-7,16,-2
HIDALGO,2020-02-22,0,0,0,0,-1,0,10,-13,7,0
HIDALGO,2020-02-23,0,0,0,0,1,-1,6,-6,2,-1
HIDALGO,2020-02-24,0,0,0,0,-3,-3,2,-10,17,-3
HIDALGO,2020-02-25,0,0,1,0,-2,-3,5,-11,8,-2
HIDALGO,2020-02-26,0,0,1,0,-4,-6,-1,-13,5,-1
HIDALGO,2020-02-27,1,0,1,0,0,-1,2,-10,6,-2
HIDALGO,2020-02-28,0,0,1,0,3,3,7,-3,17,-3
HIDALGO,2020-02-29,0,0,2,0,6,8,13,-8,7,-1
HIDALGO,2020-03-01,0,0,0,0,9,7,13,-2,3,-2
HIDALGO,2020-03-02,0,0,2,0,1,2,4,-8,18,-3
HIDALGO,2020-03-03,0,0,0,0,1,1,3,-10,8,-2
HIDALGO,2020-03-04,0,0,2,0,1,1,5,-9,7,-1
HIDALGO,2020-03-05,0,0,1,0,1,1,-1,-9,7,-2
HIDALGO,2020-03-06,0,0,1,0,-4,-4,-1,-7,16,-2
HIDALGO,2020-03-07,0,0,2,0,0,0,5,-9,7,0
HIDALGO,2020-03-08,0,0,0,0,6,2,10,-12,2,0
HIDALGO,2020-03-09,0,0,2,0,-6,-5,-6,-17,-12,5
HIDALGO,2020-03-10,0,0,3,0,-1,-2,2,-6,8,-2
HIDALGO,2020-03-11,0,0,3,0,-1,-2,1,-9,6,-1
HIDALGO,2020-03-12,0,0,4,0,1,-1,4,-9,5,-2
HIDALGO,2020-03-13,0,0,0,0,4,4,8,-4,5,-1
HIDALGO,2020-03-14,0,0,0,0,6,11,19,-3,6,-2
HIDALGO,2020-03-15,1,0,0,0,16,13,25,-15,1,-1
HIDALGO,2020-03-16,0,0,1,0,5,10,-5,-10,-41,9
HIDALGO,2020-03-17,2,0,11,0,-1,6,0,-6,4,-2
HIDALGO,2020-03-18,0,0,2,0,-4,3,-4,-15,1,1
HIDALGO,2020-03-19,0,0,4,0,-5,5,-5,-19,-2,2
HIDALGO,2020-03-20,3,0,23,0,-14,1,-8,-24,1,4
HIDALGO,2020-03-21,3,0,1,0,-23,-6,-20,-38,-2,7
HIDALGO,2020-03-22,0,0,0,0,-28,-14,-27,-43,-7,7
HIDALGO,2020-03-23,1,0,11,0,-24,-14,-24,-43,-29,11
HIDALGO,2020-03-24,1,0,16,0,-26,-15,-25,-46,-37,13
HIDALGO,2020-03-25,4,0,16,0,-29,-16,-28,-48,-39,15
HIDALGO,2020-03-26,4,0,37,0,-30,-17,-31,-50,-40,15
HIDALGO,2020-03-27,5,0,34,1,-31,-16,-28,-53,-32,16
HIDALGO,2020-03-28,0,0,15,1,-33,-14,-27,-49,-10,11
HIDALGO,2020-03-29,2,0,12,0,-37,-19,-37,-53,-14,11
HIDALGO,2020-03-30,7,0,22,1,-27,-15,-28,-50,-35,14
HIDALGO,2020-03-31,7,0,16,0,-27,-15,-28,-52,-42,15
HIDALGO,2020-04-01,4,0,20,1,-29,-15,-29,-52,-45,17
HIDALGO,2020-04-02,1,0,16,0,-38,-15,-36,-53,-46,17
HIDALGO,2020-04-03,2,0,23,1,-48,-14,-35,-55,-39,19
HIDALGO,2020-04-04,2,0,9,0,-48,-12,-32,-51,-17,14
HIDALGO,2020-04-05,1,0,6,0,-53,-18,-37,-55,-19,12
HIDALGO,2020-04-06,3,0,16,0,-43,-12,-30,-52,-44,17
HIDALGO,2020-04-07,3,0,18,0,-40,-15,-27,-52,-50,17
HIDALGO,2020-04-08,1,0,16,2,-39,-12,-29,-48,-51,17
HIDALGO,2020-04-09,0,0,11,0,-42,-7,-29,-52,-59,19
HIDALGO,2020-04-10,7,0,4,0,-59,-22,-43,-66,-68,26
HIDALGO,2020-04-11,3,0,2,0,-57,-22,-38,-61,-41,17
HIDALGO,2020-04-12,5,0,3,0,-55,-25,-44,-52,-23,12
HIDALGO,2020-04-13,7,0,9,0,-42,-16,-31,-52,-43,17
HIDALGO,2020-04-14,6,3,10,2,-42,-17,-30,-53,-49,18
HIDALGO,2020-04-15,4,2,6,2,-39,-11,-31,-51,-49,19
HIDALGO,2020-04-16,4,2,3,0,-40,-14,-35,-54,-49,19
HIDALGO,2020-04-17,7,2,12,0,-43,-17,-35,-57,-42,21
JALISCO,2020-02-15,0,0,0,0,9,7,18,12,4,-2
JALISCO,2020-02-16,0,0,6,0,6,5,10,5,2,-1
JALISCO,2020-02-17,0,0,7,0,1,1,5,6,13,-2
JALISCO,2020-02-18,0,0,4,0,0,-1,5,5,5,-1
JALISCO,2020-02-19,0,0,7,0,1,-1,4,5,4,-1
JALISCO,2020-02-20,0,0,6,0,1,0,7,5,4,-1
JALISCO,2020-02-21,0,0,6,0,2,1,5,6,7,-1
JALISCO,2020-02-22,0,0,2,0,1,1,11,4,4,-1
JALISCO,2020-02-23,0,0,2,0,0,1,6,2,1,0
JALISCO,2020-02-24,0,0,5,0,-3,-1,5,4,13,-2
JALISCO,2020-02-25,0,0,2,0,-3,-1,8,4,4,-1
JALISCO,2020-02-26,0,0,10,0,-2,-2,11,4,4,-1
JALISCO,2020-02-27,0,0,4,0,1,1,6,4,4,-1
JALISCO,2020-02-28,0,0,5,0,3,7,6,6,7,-2
JALISCO,2020-02-29,0,0,3,0,6,10,8,7,5,-2
JALISCO,2020-03-01,0,0,3,0,6,8,4,4,3,-1
JALISCO,2020-03-02,0,0,12,0,0,4,2,5,14,-2
JALISCO,2020-03-03,0,0,8,0,0,2,3,5,5,-1
JALISCO,2020-03-04,0,0,10,0,1,3,5,6,5,-1
JALISCO,2020-03-05,0,0,3,0,1,4,6,5,5,-1
JALISCO,2020-03-06,0,0,8,0,-1,3,5,5,8,-1
JALISCO,2020-03-07,0,0,2,0,2,4,9,6,5,-1
JALISCO,2020-03-08,0,0,2,0,3,4,15,4,3,0
JALISCO,2020-03-09,0,0,3,0,-14,-10,-10,-12,-14,7
JALISCO,2020-03-10,0,0,11,0,-2,1,4,7,5,-2
JALISCO,2020-03-11,1,0,9,0,-1,0,5,6,5,-1
JALISCO,2020-03-12,3,0,14,0,1,4,7,7,5,-1
JALISCO,2020-03-13,3,0,18,0,1,10,4,10,1,-1
JALISCO,2020-03-14,5,0,5,0,1,11,9,10,2,-2
JALISCO,2020-03-15,2,0,14,0,-4,5,5,-5,0,-1
JALISCO,2020-03-16,12,0,13,0,-17,-1,-6,-18,-57,13
JALISCO,2020-03-17,6,0,37,0,-11,2,-13,-7,-13,4
JALISCO,2020-03-18,17,0,46,0,-15,-1,-18,-17,-18,8
JALISCO,2020-03-19,10,0,53,0,-21,-2,-20,-26,-22,10
JALISCO,2020-03-20,5,0,40,1,-28,-4,-26,-32,-22,12
JALISCO,2020-03-21,1,0,31,0,-40,-7,-37,-36,-14,12
JALISCO,2020-03-22,3,0,33,0,-53,-26,-50,-47,-22,13
JALISCO,2020-03-23,7,1,93,0,-46,-26,-42,-49,-40,18
JALISCO,2020-03-24,7,0,99,0,-48,-27,-44,-51,-47,20
JALISCO,2020-03-25,7,0,117,0,-45,-25,-41,-52,-45,19
JALISCO,2020-03-26,6,0,77,2,-39,-21,-37,-50,-38,17
JALISCO,2020-03-27,7,0,125,0,-40,-18,-36,-51,-35,18
JALISCO,2020-03-28,2,0,55,0,-39,-15,-36,-48,-17,12
JALISCO,2020-03-29,2,0,67,0,-46,-22,-46,-55,-19,12
JALISCO,2020-03-30,7,0,109,0,-33,-16,-35,-47,-30,14
JALISCO,2020-03-31,7,0,102,1,-34,-15,-37,-47,-37,15
JALISCO,2020-04-01,2,0,89,0,-35,-16,-38,-50,-39,16
JALISCO,2020-04-02,8,0,92,2,-45,-12,-39,-53,-43,19
JALISCO,2020-04-03,11,0,120,0,-54,-8,-39,-55,-41,20
JALISCO,2020-04-04,1,0,113,0,-55,-8,-42,-52,-27,15
JALISCO,2020-04-05,2,1,82,1,-62,-20,-52,-59,-28,14
JALISCO,2020-04-06,3,1,146,0,-53,-15,-40,-56,-45,19
JALISCO,2020-04-07,5,0,118,1,-51,-17,-40,-56,-50,19
JALISCO,2020-04-08,9,0,103,1,-49,-13,-38,-55,-51,19
JALISCO,2020-04-09,4,0,79,0,-59,-16,-43,-62,-66,24
JALISCO,2020-04-10,8,0,77,1,-71,-29,-52,-73,-74,30
JALISCO,2020-04-11,5,0,78,1,-64,-24,-49,-66,-51,19
JALISCO,2020-04-12,5,0,50,0,-63,-29,-56,-63,-30,14
JALISCO,2020-04-13,10,0,113,0,-51,-18,-41,-56,-42,18
JALISCO,2020-04-14,4,2,89,0,-51,-17,-41,-56,-47,19
JALISCO,2020-04-15,10,4,106,0,-48,-13,-39,-55,-46,19
JALISCO,2020-04-16,8,5,103,1,-48,-14,-39,-58,-47,20
JALISCO,2020-04-17,11,25,133,1,-50,-13,-40,-58,-43,21
MEXICO,2020-02-15,0,0,0,0,6,6,6,6,4,-1
MEXICO,2020-02-16,0,0,0,0,7,6,4,6,2,-1
MEXICO,2020-02-17,0,0,2,0,1,1,1,8,11,-3
MEXICO,2020-02-18,0,0,0,0,1,1,3,5,10,-2
MEXICO,2020-02-19,0,0,0,0,1,0,2,6,9,-2
MEXICO,2020-02-20,0,0,1,0,1,0,1,3,9,-2
MEXICO,2020-02-21,0,0,3,0,0,-1,4,5,13,-2
MEXICO,2020-02-22,0,0,0,0,-2,0,4,3,4,0
MEXICO,2020-02-23,0,0,1,0,-2,0,1,5,2,-1
MEXICO,2020-02-24,0,0,2,0,-4,-3,2,6,11,-2
MEXICO,2020-02-25,0,0,6,0,-3,-2,3,0,10,-2
MEXICO,2020-02-26,0,0,4,0,-1,1,12,0,9,-2
MEXICO,2020-02-27,0,0,2,0,2,1,2,4,9,-2
MEXICO,2020-02-28,1,0,4,0,7,6,6,9,13,-3
MEXICO,2020-02-29,0,0,2,0,5,9,5,4,5,-1
MEXICO,2020-03-01,0,0,2,0,6,8,3,5,3,-1
MEXICO,2020-03-02,1,0,9,0,2,4,0,3,5,-1
MEXICO,2020-03-03,0,0,12,0,3,4,4,2,10,-2
MEXICO,2020-03-04,2,0,9,0,2,4,5,3,10,-2
MEXICO,2020-03-05,0,0,4,0,3,4,4,5,11,-2
MEXICO,2020-03-06,0,0,7,0,0,1,3,4,13,-2
MEXICO,2020-03-07,0,0,1,0,0,4,6,3,6,0
MEXICO,2020-03-08,2,0,5,0,4,4,5,3,5,0
MEXICO,2020-03-09,1,0,7,0,-8,-5,-6,-16,-17,7
MEXICO,2020-03-10,2,0,9,0,0,2,2,4,11,-2
MEXICO,2020-03-11,2,0,12,0,0,2,3,2,10,-2
MEXICO,2020-03-12,2,0,11,0,2,3,3,2,10,-2
MEXICO,2020-03-13,12,0,24,0,6,5,2,7,3,-1
MEXICO,2020-03-14,4,0,15,0,2,8,1,5,4,-1
MEXICO,2020-03-15,10,0,9,0,0,4,2,-3,2,-2
MEXICO,2020-03-16,6,0,18,0,-3,5,-7,-35,-56,14
MEXICO,2020-03-17,7,0,42,0,-1,6,-4,-8,3,1
MEXICO,2020-03-18,6,0,22,1,-5,3,-8,-16,-3,4
MEXICO,2020-03-19,12,0,42,0,-6,3,-9,-19,-7,5
MEXICO,2020-03-20,10,0,30,0,-12,0,-12,-22,-12,8
MEXICO,2020-03-21,6,0,23,0,-19,-2,-21,-24,-3,7
MEXICO,2020-03-22,5,0,14,1,-22,-6,-27,-27,-4,5
MEXICO,2020-03-23,14,0,64,0,-20,-8,-21,-34,-27,11
MEXICO,2020-03-24,22,0,74,0,-25,-7,-24,-39,-32,13
MEXICO,2020-03-25,21,2,77,0,-28,-10,-26,-41,-35,15
MEXICO,2020-03-26,24,4,78,0,-30,-12,-27,-43,-36,16
MEXICO,2020-03-27,40,2,140,0,-30,-10,-24,-44,-34,17
MEXICO,2020-03-28,24,1,64,3,-32,-7,-27,-39,-14,12
MEXICO,2020-03-29,17,0,64,1,-36,-12,-36,-41,-16,9
MEXICO,2020-03-30,50,0,174,0,-27,-12,-26,-45,-38,15
MEXICO,2020-03-31,31,0,121,2,-26,-8,-27,-47,-40,16
MEXICO,2020-04-01,47,1,124,0,-28,-8,-29,-49,-43,17
MEXICO,2020-04-02,42,1,127,4,-38,-6,-32,-49,-45,19
MEXICO,2020-04-03,45,2,147,3,-48,-2,-29,-46,-42,20
MEXICO,2020-04-04,30,2,101,4,-50,0,-30,-39,-23,14
MEXICO,2020-04-05,38,0,49,3,-54,-8,-38,-42,-22,11
MEXICO,2020-04-06,67,1,129,4,-46,-6,-27,-49,-48,18
MEXICO,2020-04-07,64,1,159,9,-44,-6,-27,-52,-50,19
MEXICO,2020-04-08,79,3,161,5,-42,-3,-27,-50,-51,19
MEXICO,2020-04-09,41,0,87,1,-48,-2,-29,-57,-63,23
MEXICO,2020-04-10,69,3,120,4,-63,-20,-40,-67,-73,29
MEXICO,2020-04-11,64,1,63,9,-60,-19,-41,-58,-46,18
MEXICO,2020-04-12,61,8,57,9,-58,-21,-47,-48,-27,11
MEXICO,2020-04-13,131,4,219,9,-46,-12,-31,-51,-47,19
MEXICO,2020-04-14,118,21,194,8,-45,-8,-31,-54,-48,20
MEXICO,2020-04-15,143,58,163,15,-42,-3,-30,-52,-48,20
MEXICO,2020-04-16,134,81,149,7,-42,-6,-32,-53,-49,21
MEXICO,2020-04-17,108,62,150,6,-46,-9,-31,-53,-46,22
MICHOACAN,2020-02-15,0,0,0,0,2,2,3,-1,2,-1
MICHOACAN,2020-02-16,0,0,0,0,5,3,1,4,1,-1
MICHOACAN,2020-02-17,0,0,0,0,0,0,3,1,11,-2
MICHOACAN,2020-02-18,0,0,1,0,1,-2,0,-1,10,-2
MICHOACAN,2020-02-19,0,0,0,0,0,-1,1,1,10,-2
MICHOACAN,2020-02-20,0,0,0,0,-1,-2,3,0,8,-2
MICHOACAN,2020-02-21,0,0,0,0,-5,-3,3,2,8,-2
MICHOACAN,2020-02-22,0,0,0,0,-3,-1,5,0,1,0
MICHOACAN,2020-02-23,0,0,0,0,-1,-1,1,1,1,-1
MICHOACAN,2020-02-24,0,0,0,0,-5,-3,8,-2,11,-2
MICHOACAN,2020-02-25,0,0,0,0,-2,-2,8,-1,11,-2
MICHOACAN,2020-02-26,0,0,0,0,-3,0,12,-1,9,-2
MICHOACAN,2020-02-27,0,0,0,0,-2,-1,3,-3,9,-2
MICHOACAN,2020-02-28,0,0,0,0,1,1,2,1,10,-2
MICHOACAN,2020-02-29,0,0,0,0,2,6,4,0,4,0
MICHOACAN,2020-03-01,0,0,0,0,3,5,0,3,2,-1
MICHOACAN,2020-03-02,0,0,0,0,-2,2,4,-3,12,-2
MICHOACAN,2020-03-03,0,0,0,0,-2,1,-1,-6,11,-2
MICHOACAN,2020-03-04,0,0,0,0,0,3,2,-2,11,-2
MICHOACAN,2020-03-05,0,0,0,0,-2,0,3,-4,11,-2
MICHOACAN,2020-03-06,0,0,0,0,-6,-2,1,-1,11,-2
MICHOACAN,2020-03-07,0,0,1,0,-2,1,0,-4,4,0
MICHOACAN,2020-03-08,0,0,0,0,2,2,3,-3,2,0
MICHOACAN,2020-03-09,0,0,0,0,-9,-5,-2,-5,-10,4
MICHOACAN,2020-03-10,0,0,0,0,-3,0,0,-3,11,-2
MICHOACAN,2020-03-11,0,0,1,0,-2,0,0,-2,11,-2
MICHOACAN,2020-03-12,0,0,1,0,0,1,2,-2,9,-3
MICHOACAN,2020-03-13,0,0,8,0,-2,1,-2,10,6,-2
MICHOACAN,2020-03-14,0,0,1,0,2,8,6,14,3,-1
MICHOACAN,2020-03-15,0,0,0,0,4,7,8,-9,0,-1
MICHOACAN,2020-03-16,0,0,3,0,-5,7,3,8,-43,8
MICHOACAN,2020-03-17,0,0,4,0,-4,6,-5,4,-7,2
MICHOACAN,2020-03-18,1,0,8,0,-8,3,-6,-2,-14,4
MICHOACAN,2020-03-19,1,0,8,0,-13,0,-5,-12,-17,5
MICHOACAN,2020-03-20,2,0,7,0,-21,-5,-13,-22,-17,7
MICHOACAN,2020-03-21,5,0,8,0,-24,-4,-18,-23,-3,6
MICHOACAN,2020-03-22,0,0,6,0,-31,-11,-24,-31,-6,6
MICHOACAN,2020-03-23,3,0,11,0,-26,-11,-16,-29,-25,9
MICHOACAN,2020-03-24,3,0,14,0,-29,-12,-21,-29,-27,10
MICHOACAN,2020-03-25,2,0,33,0,-30,-14,-22,-30,-29,11
MICHOACAN,2020-03-26,3,0,19,1,-32,-16,-21,-34,-30,11
MICHOACAN,2020-03-27,1,0,22,0,-37,-18,-25,-39,-28,13
MICHOACAN,2020-03-28,1,0,15,0,-36,-14,-25,-35,-10,10
MICHOACAN,2020-03-29,3,0,10,0,-41,-19,-31,-46,-12,9
MICHOACAN,2020-03-30,0,0,34,0,-31,-17,-22,-35,-31,11
MICHOACAN,2020-03-31,4,0,20,0,-29,-13,-22,-31,-32,11
MICHOACAN,2020-04-01,4,0,30,0,-30,-12,-23,-34,-34,12
MICHOACAN,2020-04-02,0,1,25,0,-39,-12,-23,-38,-36,13
MICHOACAN,2020-04-03,6,0,36,2,-47,-12,-27,-42,-33,14
MICHOACAN,2020-04-04,2,0,22,1,-48,-10,-30,-38,-16,12
MICHOACAN,2020-04-05,2,0,13,0,-54,-18,-35,-50,-17,11
MICHOACAN,2020-04-06,6,0,30,1,-44,-14,-21,-40,-38,14
MICHOACAN,2020-04-07,6,0,24,0,-42,-14,-22,-37,-40,13
MICHOACAN,2020-04-08,4,0,33,1,-41,-10,-21,-36,-41,13
MICHOACAN,2020-04-09,9,0,32,1,-51,-14,-21,-45,-54,16
MICHOACAN,2020-04-10,3,0,24,1,-67,-30,-34,-65,-66,23
MICHOACAN,2020-04-11,2,0,11,1,-60,-23,-31,-55,-41,16
MICHOACAN,2020-04-12,4,0,17,0,-58,-27,-39,-53,-22,11
MICHOACAN,2020-04-13,13,0,45,4,-43,-17,-25,-41,-38,14
MICHOACAN,2020-04-14,15,0,37,1,-44,-16,-28,-40,-39,14
MICHOACAN,2020-04-15,9,1,46,0,-41,-11,-26,-39,-38,13
MICHOACAN,2020-04-16,8,3,81,2,-43,-13,-26,-42,-39,14
MICHOACAN,2020-04-17,13,9,104,0,-47,-16,-32,-48,-35,16
MORELOS,2020-02-15,0,0,0,0,3,4,3,1,3,-1
MORELOS,2020-02-16,0,0,0,0,3,4,6,9,2,0
MORELOS,2020-02-17,0,0,0,0,-1,2,-2,3,10,-2
MORELOS,2020-02-18,0,0,0,0,-1,0,0,-2,9,-2
MORELOS,2020-02-19,0,0,0,0,-1,0,0,-1,9,-1
MORELOS,2020-02-20,0,0,0,0,-1,1,1,0,9,-1
MORELOS,2020-02-21,0,0,0,0,-1,1,3,8,13,-2
MORELOS,2020-02-22,0,0,0,0,2,7,4,12,3,0
MORELOS,2020-02-23,0,0,0,0,4,8,3,29,1,0
MORELOS,2020-02-24,0,0,0,0,-3,2,1,1,12,-2
MORELOS,2020-02-25,0,0,0,0,0,5,3,1,9,-2
MORELOS,2020-02-26,0,0,1,0,0,1,2,3,9,-2
MORELOS,2020-02-27,0,0,0,0,2,3,4,6,9,-2
MORELOS,2020-02-28,0,0,0,0,2,5,6,9,14,-3
MORELOS,2020-02-29,0,0,0,0,5,10,1,6,5,0
MORELOS,2020-03-01,0,0,1,0,7,8,7,16,3,0
MORELOS,2020-03-02,0,0,0,0,2,4,0,5,12,-2
MORELOS,2020-03-03,0,0,0,0,0,4,2,-1,9,-2
MORELOS,2020-03-04,0,0,0,0,1,4,-2,2,9,-2
MORELOS,2020-03-05,0,0,0,0,1,3,2,4,9,-2
MORELOS,2020-03-06,0,0,1,0,-2,0,1,3,14,-2
MORELOS,2020-03-07,0,0,0,0,-2,2,0,-2,5,1
MORELOS,2020-03-08,0,0,0,0,3,4,9,-2,3,0
MORELOS,2020-03-09,0,0,0,0,-8,-5,-8,-12,-16,6
MORELOS,2020-03-10,0,0,1,0,-1,3,3,3,10,-2
MORELOS,2020-03-11,0,0,1,0,0,2,2,0,9,-2
MORELOS,2020-03-12,0,0,1,0,2,3,4,2,9,-2
MORELOS,2020-03-13,0,0,0,0,6,10,11,13,6,-1
MORELOS,2020-03-14,1,0,1,0,11,21,16,22,4,-1
MORELOS,2020-03-15,0,0,2,0,18,24,29,14,2,-1
MORELOS,2020-03-16,0,0,0,0,8,15,2,3,-45,10
MORELOS,2020-03-17,1,0,1,0,-1,9,-3,7,0,0
MORELOS,2020-03-18,1,0,2,0,-5,4,-8,-7,-12,5
MORELOS,2020-03-19,0,0,6,0,-11,2,-11,-10,-17,7
MORELOS,2020-03-20,1,0,8,0,-20,-5,-19,-21,-14,8
MORELOS,2020-03-21,1,0,1,0,-24,-6,-22,-24,-4,7
MORELOS,2020-03-22,0,0,2,0,-29,-12,-20,-32,-5,7
MORELOS,2020-03-23,2,0,11,0,-20,-8,-22,-29,-21,10
MORELOS,2020-03-24,3,0,11,0,-23,-9,-26,-30,-29,11
MORELOS,2020-03-25,0,0,13,0,-25,-10,-28,-29,-31,13
MORELOS,2020-03-26,0,0,11,0,-27,-12,-29,-36,-33,14
MORELOS,2020-03-27,0,0,8,0,-32,-12,-31,-40,-29,15
MORELOS,2020-03-28,2,0,7,1,-34,-12,-35,-42,-13,12
MORELOS,2020-03-29,1,0,14,1,-39,-17,-35,-43,-15,11
MORELOS,2020-03-30,2,0,12,0,-27,-12,-32,-38,-34,14
MORELOS,2020-03-31,1,0,14,1,-28,-10,-32,-38,-38,14
MORELOS,2020-04-01,3,0,18,1,-29,-10,-33,-39,-40,16
MORELOS,2020-04-02,8,0,17,0,-38,-11,-36,-40,-41,17
MORELOS,2020-04-03,1,0,13,0,-49,-12,-37,-45,-37,18
MORELOS,2020-04-04,2,0,13,0,-52,-13,-43,-48,-22,15
MORELOS,2020-04-05,3,0,5,0,-56,-20,-42,-51,-24,13
MORELOS,2020-04-06,8,0,21,1,-45,-12,-34,-44,-43,17
MORELOS,2020-04-07,7,0,15,1,-44,-12,-33,-44,-46,17
MORELOS,2020-04-08,6,0,21,1,-43,-9,-35,-41,-46,17
MORELOS,2020-04-09,6,0,12,0,-47,-9,-37,-44,-56,20
MORELOS,2020-04-10,1,1,9,0,-62,-25,-49,-60,-64,27
